Price,Close,High,Low,Open,Volume
Ticker,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS
Date,,,,,
1996-01-01,5.081298351287842,5.127846867170799,5.075292008025251,5.105323208816508,10800
1996-01-02,5.15938138961792,5.210434549968601,5.093312624194795,5.081299933928097,27000
1996-01-03,5.105325222015381,5.225450588071518,5.105325222015381,5.225450588071518,10800
1996-01-04,5.106827259063721,5.108328974446585,5.000216292840897,5.1053255436808564,41400
1996-01-05,5.108330726623535,5.109832442521494,5.045264845174564,5.106829010725576,46800
1996-01-08,5.099318981170654,5.135356536532584,5.045262390366832,5.045262390366832,54000
1996-01-09,5.105325222015381,5.105325222015381,5.018234499169298,5.099319391906187,41400
1996-01-10,5.075294017791748,5.105325230475071,5.048265720167999,5.105325230475071,18900
1996-01-11,5.075294017791748,5.133855243389556,5.045262805108426,5.075294017791748,38700
1996-01-12,5.045262336730957,5.097817211808783,5.045262336730957,5.0752935466263285,1800
1996-01-15,5.076793670654297,5.097815614096917,5.076793670654297,5.045260755490365,9900
1996-01-16,5.060276985168457,5.10532379149662,5.04526138305907,5.076794302145309,41400
1996-01-17,5.105325222015381,5.208933781988389,5.0032188928525185,5.0032188928525185,21600
1996-01-18,5.049766540527344,5.1053243256976,5.046763625999954,5.1053243256976,32400
1996-01-19,5.105325222015381,5.108328652591876,5.045262796748261,5.045262796748261,35100
1996-01-22,5.081298351287842,5.082800065983912,5.063279837021764,5.063279837021764,42300
1996-01-23,5.045262336730957,5.090309151574015,5.045262336730957,5.081299891709773,54900
1996-01-24,5.072290420532227,5.090308939510052,4.862070928978736,4.955167985089044,49500
1996-01-25,4.985201835632324,4.985201835632323,4.955170098656561,5.072292584056914,28800
1996-01-26,4.985201835632324,4.985201835632323,4.985201835632323,4.985201835632323,0
1996-01-29,5.021236896514893,5.021236896514893,4.880089607555071,4.985199345665768,28800
1996-01-30,5.078296661376953,5.082801291029169,4.955167883621867,5.021237159912534,78300
1996-01-31,5.076793670654297,5.081298299174617,4.985198354523844,4.985198354523844,30600
1996-02-01,5.096314430236816,5.097816145073901,5.015230077382111,5.076794199441682,25200
1996-02-02,5.079798221588135,5.120340922380312,5.046764096619136,5.096315541833562,49500
1996-02-05,5.079798221588135,5.079798221588135,4.992707505910803,5.0452623814545,30600
1996-02-06,5.169893741607666,5.217943999949723,5.045263722344261,5.079799571656556,67500
1996-02-07,5.1653876304626465,5.1653876304626465,5.0452622767865565,5.169892260341246,15300
1996-02-08,5.250974655151367,5.555792812387953,5.105322776571598,5.135354490341899,76500
1996-02-09,5.766012668609619,5.766012668609619,5.555793730604148,5.2509755229897,64800
1996-02-12,6.234501361846924,6.306576456541811,5.826075653401981,5.826075653401981,70200
1996-02-13,6.338110446929932,6.366639938137465,6.2014677886658,6.2345019092470615,38700
1996-02-14,6.491269588470459,6.96726578101495,6.48826615868783,6.606890293622887,81900
1996-02-15,6.503283500671387,6.725515178980818,6.306577887188499,6.491270810323247,36900
